Business,Service,Original Service Name,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,
NOPA Bodyworks,Swedish Massage,Esalen-style massage ,,,,Spa,,140,
Pearl Spa & Sauna,Swedish Massage,SWEDISH & SHIATSU combo 90 MIN,,,,Spa,,120,
Pearl Spa & Sauna,Swedish Massage,Swedish and Shiatsu Combo Massage (90 min),,,,Spa,,120,
Qua The Spa at SOMA GRAND,Swedish Massage,Classic Swedish Massage,,,,Spa,,495,
Richmond Serenity Spa,Swedish Massage,Swedish Massage,,,,Spa,,50,
Serenity Wellness Spa,Swedish Massage,Swedish Massage,consist of long gliding strokes in the direction of blood flow toward the heart. It is one of the most common types of massage with the primary intention being relaxation. Pressure may vary from light to firm but is NOT a deep tissue massage.,,,Spa,,105,
Serenity Wellness Spa,Swedish Massage,Swedish Massage + Customized Facial Package 100 min,,,,Spa,,190,
Serenity Wellness Spa,Swedish Massage,Swedish Massage + Customized Facial Package 80 min,,,,Spa,,139,
Siam Orchid Traditional Thai Massage,Swedish Massage,Swedish Thai-Massage,,,,Spa,,95,
Spa J'Adore,Swedish Massage,Swedish Massage,,,,Spa,,120,
Strictly Therapeutic,Swedish Massage,Signature Swedish Massage (60 min),,,,Spa,,100,
Suchada Thai Massage - Embarcadero,Swedish Massage,Swedish Massage,"Renew - Deep relaxation while stimulating blood flow. Swedish massage, one of the oldest forms of massage practiced, brings you a sense of deep relaxation while stimulating blood flow, which can improve circulation. Techniques are used to rub, knead, tap, and brush the muscle fibers, which often become contracted, tense, or sore due to stress, overwork and inefficient use. $80/1hr. $115/1.5 hrs. $145/2 hrs.",,,Spa,,80,
Thi Spa & Nails,Swedish Massage,Swedish Massage (60 min),Light to medium pressure. Promotes circulation and lymph movement. Good for stresss-related conditions and chronic pain,Swedish Massage,Massage,Spa,,95,
Thi Spa & Nails,Swedish Massage,Swedish Massage (90 min),Light to medium pressure. Promotes circulation and lymph movement. Good for stresss-related conditions and chronic pain,Swedish Massage,Massage,Spa,,125,
Urban Oasis,Swedish Massage,Blend of Swedish/Thai/Sports Massage (2 hours),,,,Spa,,240,
Urban Oasis,Swedish Massage,A GIFT OF 60 minute MASSAGE,"Relax and rejuvenate with a bodywork session at Urban Oasis. Experience the combination of Thai stretching, deep tissue, Chinese massage and Swedish techniques. Thai massage, a yoga-like modality sends the body into deep stretches, Tui Na uses rhythmic kneading and thumb presses on energetic pathways while the Swedish massage circulates the blood and relaxes the body.
",,,Spa,,130,
JoJe Nail Spa,Take it all Waxing,Take it all off Waxing,,,,Hair Removal,,40,
Queen Bee Nail Salon,Take it all Waxing,Bikini-Take it all off Waxing,,,,Hair Removal,,55,
Vierra & Friends,Take it all Waxing,Bikini all off Waxing,,,,Hair Removal,,58,
JoJe Nail Spa,Take it all Waxing ,Waxing - Take it all off,,Bikini,Waxing,Hair Removal,,40,
Lavande Nail Spa,Take it all Waxing ,Waxing - Bikini- Take-it-all ,,Take it all Waxing ,Waxing,Hair Removal,,60+,
Anjalee Thai Massage,Thai Massage,Traditional Thai Massage (30 min),,Thai Massage,Massage,Spa,,40,
Anjalee Thai Massage,Thai Massage,Traditional Thai Massage (60 min),,Thai Massage,Massage,Spa,,75,
Anjalee Thai Massage,Thai Massage,Traditional Thai Massage (90 min),,Thai Massage,Massage,Spa,,115,
Anjalee Thai Massage,Thai Massage,Traditional Thai Massage (120 min),,Thai Massage,Massage,Spa,,150,
Anjalee Thai Massage,Thai Massage,Combination Thai Massage (60 min),,Thai Massage,Massage,Spa,,40,
Anjalee Thai Massage,Thai Massage,Combination Thai Massage (90 min),,Thai Massage,Massage,Spa,,75,
Archimedes Banya,Thai Massage,Thai Massage (60 min),"More energizing and rigorous, Thai massage involves stretching and deep massage Generally speaking, practitioners of modern Thai massage operate on the theory that the body is permeated with ""lom"", or air, which is inhales into the lungs and which subsequently travels throughout the body along 72,000 pathways called ""sen, or vessels.  Typically, therapists manipulate a handful of major sen lines by pressing certain points along the lines.  The sen originate at the navel and spread throughout the body to terminate at the orifices.  A significant part of the practice also includes yoga-like stretches which are intended to stimulate the sen and move lom through the body via a pumping action which is connected with the client's breathing. The theory of sen and lom is often translated into English as ""meridians"" and ""energy"".  While there are some superficial similarities to Chinese meridian theory, the Thai massage is markedly different as the sen are unconnected from the internal organs. **Must purchase Basic Pass to obtain service.**",Thai Massage,Massage,Spa,,102,
Archimedes Banya,Thai Massage,Thai Massage (90 min),"More energizing and rigorous, Thai massage involves stretching and deep massage Generally speaking, practitioners of modern Thai massage operate on the theory that the body is permeated with ""lom"", or air, which is inhales into the lungs and which subsequently travels throughout the body along 72,000 pathways called ""sen, or vessels.  Typically, therapists manipulate a handful of major sen lines by pressing certain points along the lines.  The sen originate at the navel and spread throughout the body to terminate at the orifices.  A significant part of the practice also includes yoga-like stretches which are intended to stimulate the sen and move lom through the body via a pumping action which is connected with the client's breathing. The theory of sen and lom is often translated into English as ""meridians"" and ""energy"".  While there are some superficial similarities to Chinese meridian theory, the Thai massage is markedly different as the sen are unconnected from the internal organs. **Must purchase Basic Pass to obtain service.**",Thai Massage,Massage,Spa,,155,
Archimedes Banya,Thai Massage,Thai Massage (30 min),"More energizing and rigorous, Thai massage involves stretching and deep massage Generally speaking, practitioners of modern Thai massage operate on the theory that the body is permeated with ""lom"", or air, which is inhales into the lungs and which subsequently travels throughout the body along 72,000 pathways called ""sen, or vessels.  Typically, therapists manipulate a handful of major sen lines by pressing certain points along the lines.  The sen originate at the navel and spread throughout the body to terminate at the orifices.  A significant part of the practice also includes yoga-like stretches which are intended to stimulate the sen and move lom through the body via a pumping action which is connected with the client's breathing. The theory of sen and lom is often translated into English as ""meridians"" and ""energy"".  While there are some superficial similarities to Chinese meridian theory, the Thai massage is markedly different as the sen are unconnected from the internal organs. **Must purchase Basic Pass to obtain service.**",Thai Massage,Massage,Spa,,60,
Archimedes Banya,Thai Massage,Thai Massage (120 min),"More energizing and rigorous, Thai massage involves stretching and deep massage Generally speaking, practitioners of modern Thai massage operate on the theory that the body is permeated with ""lom"", or air, which is inhales into the lungs and which subsequently travels throughout the body along 72,000 pathways called ""sen, or vessels.  Typically, therapists manipulate a handful of major sen lines by pressing certain points along the lines.  The sen originate at the navel and spread throughout the body to terminate at the orifices.  A significant part of the practice also includes yoga-like stretches which are intended to stimulate the sen and move lom through the body via a pumping action which is connected with the client's breathing. The theory of sen and lom is often translated into English as ""meridians"" and ""energy"".  While there are some superficial similarities to Chinese meridian theory, the Thai massage is markedly different as the sen are unconnected from the internal organs. **Must purchase Basic Pass to obtain service.**",Thai Massage,Massage,Spa,,200,
Buddha Bliss Therapeutic Massage,Thai Massage,Thai Massage (60 min) - Student/Senior Discount,"Thai massage is more energizing and rigorous than more classic forms of massage. Thai massage is also called Thai yoga massage, because the therapist uses his or her hands, knees, legs, and feet to move you into a series of yoga-like stretches. Many people say Thai massage is like doing yoga without any work. Muscle compression, joint mobilization, and acupressure are also used during treatment. People describe Thai massage as both relaxing and energizing.

 

This form of bodywork is usually performed on the floor, but we preform it on a massage table and provide you with loose/comfortable clothing to change into for a more relaxing experience.
",Thai Massage,Massage,Spa,88,110,
Buddha Bliss Therapeutic Massage,Thai Massage,Thai Massage (75 min) - Student/Senior Discount,"Thai massage is more energizing and rigorous than more classic forms of massage. Thai massage is also called Thai yoga massage, because the therapist uses his or her hands, knees, legs, and feet to move you into a series of yoga-like stretches. Many people say Thai massage is like doing yoga without any work. Muscle compression, joint mobilization, and acupressure are also used during treatment. People describe Thai massage as both relaxing and energizing.

 

This form of bodywork is usually performed on the floor, but we preform it on a massage table and provide you with loose/comfortable clothing to change into for a more relaxing experience.
",Thai Massage,Massage,Spa,110.40,138,
Buddha Bliss Therapeutic Massage,Thai Massage,Thai Massage (90 min) - Student/Senior Discount,"Thai massage is more energizing and rigorous than more classic forms of massage. Thai massage is also called Thai yoga massage, because the therapist uses his or her hands, knees, legs, and feet to move you into a series of yoga-like stretches. Many people say Thai massage is like doing yoga without any work. Muscle compression, joint mobilization, and acupressure are also used during treatment. People describe Thai massage as both relaxing and energizing.

 

This form of bodywork is usually performed on the floor, but we preform it on a massage table and provide you with loose/comfortable clothing to change into for a more relaxing experience.
",Thai Massage,Massage,Spa,132,165,
Buddha Bliss Therapeutic Massage,Thai Massage,Thai Massage (120 min) - Student/Senior Discount,"Thai massage is more energizing and rigorous than more classic forms of massage. Thai massage is also called Thai yoga massage, because the therapist uses his or her hands, knees, legs, and feet to move you into a series of yoga-like stretches. Many people say Thai massage is like doing yoga without any work. Muscle compression, joint mobilization, and acupressure are also used during treatment. People describe Thai massage as both relaxing and energizing.

 

This form of bodywork is usually performed on the floor, but we preform it on a massage table and provide you with loose/comfortable clothing to change into for a more relaxing experience.
",Thai Massage,Massage,Spa,176,220,
Buddha Bliss Therapeutic Massage,Thai Massage,Summer Special Massage (60 min),"Good for 1 hour only. You can add Add On Service and pay the difference. Deep Tissue + Thai, Therapeutic, Thai and Pregnancy Massage. If you have any questions please email us only.

?

Add On Service       -Head & Neck Massage 15 Minutes for $25

                                 -Foot Massage  15 Minutes for  $25

                                 -Extra attention 30 Minutes for $50

                                 -Soothing Aromatherapy to your sessions $18",Thai Massage,Massage,Spa,79,100+,
